Country,Year,Value
Equatorial Guinea,1971,0.231669094
Equatorial Guinea,1970,0.126054898
Equatorial Guinea,1969,0.150691405
Equatorial Guinea,1968,0.10161378
Equatorial Guinea,1967,0.090881411
Equatorial Guinea,1966,0.093182561
Equatorial Guinea,1965,0.108882926
Equatorial Guinea,1964,0.096958182
Equatorial Guinea,1963,0.098352427
Equatorial Guinea,1962,0.085298907
Equatorial Guinea,1961,0.08624853
Equatorial Guinea,1960,0.087269698
Eritrea,2011,0.108718365
Eritrea,2010,0.109470529
Eritrea,2009,0.111761081
Eritrea,2008,0.092069391
Eritrea,2007,0.131490396
Eritrea,2006,0.130342391
Eritrea,2005,0.182856855
Eritrea,2004,0.189441072
Eritrea,2003,0.184824489
Eritrea,2002,0.159706979
Eritrea,2001,0.172564423
Eritrea,2000,0.172190987
Eritrea,1999,0.180695382
Eritrea,1998,0.176909452
Eritrea,1997,0.161947512
Eritrea,1996,0.106485734
Eritrea,1995,0.092715295
Eritrea,1994,0.071059773
Estonia,2011,14.04988252
Estonia,2010,13.77319664
Estonia,2009,11.04896311
Estonia,2008,13.08183443
Estonia,2007,14.05608572
Estonia,2006,12.02085298
Estonia,2005,12.38596224
Estonia,2004,12.63554732
Estonia,2003,12.43984913
Estonia,2002,10.82806467
Estonia,2001,11.23520097
Estonia,2000,10.86724625
Estonia,1999,11.07308528
Estonia,1998,11.90979515
Estonia,1997,13.11388068
Estonia,1996,13.28891617
Estonia,1995,11.71339604
Estonia,1994,12.53161748
Estonia,1993,12.57079313
Estonia,1992,14.99960342
Ethiopia,2011,0.083943117
Ethiopia,2010,0.07559157
Ethiopia,2009,0.076906232
Ethiopia,2008,0.076668381
Ethiopia,2007,0.073120622
Ethiopia,2006,0.068835709
Ethiopia,2005,0.065960442
Ethiopia,2004,0.070380123
Ethiopia,2003,0.068295273
Ethiopia,2002,0.063659604
Ethiopia,2001,0.062999385
Ethiopia,2000,0.087585994
Ethiopia,1999,0.078452585
Ethiopia,1998,0.080114599
Ethiopia,1997,0.070156446
Ethiopia,1996,0.063375665
Ethiopia,1995,0.037479018
Ethiopia,1994,0.053250018
Ethiopia,1993,0.056639088
Ethiopia,1992,0.057489213
Ethiopia,1991,0.059956589
Ethiopia,1990,0.062799074
Ethiopia,1989,0.060888166
Ethiopia,1988,0.059526165
Ethiopia,1987,0.059387048
Ethiopia,1986,0.052613302
Ethiopia,1985,0.044515527
Ethiopia,1984,0.042154225
Ethiopia,1983,0.048210431
Ethiopia,1982,0.039921511
Ethiopia,1981,0.051713255
Ethiopia,1980,0.051716809
Ethiopia,1979,0.053462499
Ethiopia,1978,0.04027371
Ethiopia,1977,0.031200013
Ethiopia,1976,0.035514359
Ethiopia,1975,0.037155796
Ethiopia,1974,0.05456418
Ethiopia,1973,0.056490424
Ethiopia,1972,0.046727316
Ethiopia,1971,0.063318889
Ethiopia,1970,0.058202254
Ethiopia,1969,0.060335134
Ethiopia,1968,0.064098259
Ethiopia,1967,0.040882781
Ethiopia,1966,0.032177736
Ethiopia,1965,0.025801694
Ethiopia,1964,0.016683919
Ethiopia,1963,0.017719905
Ethiopia,1962,0.017054836
Ethiopia,1961,0.015042523
Ethiopia,1960,0.015892219
Euro area,2011,7.132483
Euro area,2010,7.420268336
Euro area,2009,7.310433287
Euro area,2008,7.9125701
Euro area,2007,8.130711421
Euro area,2006,8.258420033
Euro area,2005,8.335103042
Euro area,2004,8.432180494
Euro area,2003,8.412323409
Euro area,2002,8.312308907
Euro area,2001,8.361430673
Euro area,2000,8.192800843
Euro area,1999,8.174123305
Euro area,1998,8.286031561
Euro area,1997,8.137322752
Euro area,1996,8.260991659
Euro area,1995,8.069641678
Euro area,1994,7.950689007
Euro area,1993,8.011550011
Euro area,1992,8.211020477
Euro area,1991,8.466854982
Euro area,1990,8.241252545
Euro area,1989,8.358666447
Euro area,1988,7.830167114
Euro area,1987,7.87510299
Euro area,1986,7.720035934
Euro area,1985,7.897233614
Euro area,1984,7.831721174
Euro area,1983,7.85431096
Euro area,1982,8.084388707
Euro area,1981,8.48029081
Euro area,1980,9.052021828
Euro area,1979,9.261144772
Euro area,1978,8.863413653
Euro area,1977,8.527172568
Euro area,1976,8.817052242
Euro area,1975,8.073343033
Euro area,1974,8.596541568
Euro area,1973,8.69785402
Euro area,1972,8.152577621
Euro area,1971,7.679496724
Euro area,1970,7.410530415
Euro area,1969,6.814663276
Euro area,1968,6.453633936
Euro area,1967,6.08898121
Euro area,1966,5.767321547
Euro area,1965,5.592186264
Euro area,1964,5.413363328
Euro area,1963,5.216053079
Euro area,1962,4.794909715
Euro area,1961,4.445012703
Euro area,1960,4.251980961
Europe & Central Asia (all income levels),2011,7.541334226
Europe & Central Asia (all income levels),2010,7.611680465
Europe & Central Asia (all income levels),2009,7.225904455
Europe & Central Asia (all income levels),2008,7.882303433
Europe & Central Asia (all income levels),2007,7.930590121
Europe & Central Asia (all income levels),2006,7.968740313
Europe & Central Asia (all income levels),2005,7.804179284
Europe & Central Asia (all income levels),2004,7.824118093
Europe & Central Asia (all income levels),2003,7.811823922
Europe & Central Asia (all income levels),2002,7.620211219
Europe & Central Asia (all income levels),2001,7.655712529
Europe & Central Asia (all income levels),2000,7.558977538
Europe & Central Asia (all income levels),1999,7.501920083
Europe & Central Asia (all income levels),1998,7.56400066
Europe & Central Asia (all income levels),1997,7.589771105
Europe & Central Asia (all income levels),1996,7.900551344
Europe & Central Asia (all income levels),1995,7.854844662
Europe & Central Asia (all income levels),1994,7.936973597
Europe & Central Asia (all income levels),1993,8.478447199
Europe & Central Asia (all income levels),1992,8.935123013
Europe & Central Asia (developing only),2011,5.412707404
Europe & Central Asia (developing only),2010,5.229406982
Europe & Central Asia (developing only),2009,4.86767075
Europe & Central Asia (developing only),2008,5.417164592
Europe & Central Asia (developing only),2007,5.415632441
Europe & Central Asia (developing only),2006,5.245724889
Europe & Central Asia (developing only),2005,4.985584348
Europe & Central Asia (developing only),2004,4.969567978
Europe & Central Asia (developing only),2003,4.89908865
Europe & Central Asia (developing only),2002,4.674349587
Europe & Central Asia (developing only),2001,4.623433635
Europe & Central Asia (developing only),2000,4.584423378
Europe & Central Asia (developing only),1999,4.497910677
Europe & Central Asia (developing only),1998,4.62012686
Europe & Central Asia (developing only),1997,4.684615125
Europe & Central Asia (developing only),1996,5.105926919
Europe & Central Asia (developing only),1995,5.313924895
Europe & Central Asia (developing only),1994,5.457307449
Europe & Central Asia (developing only),1993,6.212878093
Europe & Central Asia (developing only),1992,6.917037634
European Union,2011,7.06979787
European Union,2010,7.353037471
European Union,2009,7.179203011
European Union,2008,7.810485894
European Union,2007,8.008063396
European Union,2006,8.135652209
European Union,2005,8.129905722
European Union,2004,8.196287098
European Union,2003,8.208399094
European Union,2002,8.074617379
European Union,2001,8.159770822
European Union,2000,8.002828524
European Union,1999,7.990039869
European Union,1998,8.158984978
European Union,1997,8.145648915
European Union,1996,8.353201635
European Union,1995,8.13756524
European Union,1994,8.035747799
European Union,1993,8.162298677
European Union,1992,8.303731714
European Union,1991,8.582532617
European Union,1990,8.53993001
European Union,1989,9.076781015
European Union,1988,8.854264115
European Union,1987,9.000877143
European Union,1986,8.858157197
European Union,1985,8.903770755
European Union,1984,8.701472082
European Union,1983,8.779444804
European Union,1982,8.927862592
European Union,1981,9.153993848
European Union,1980,9.731829628
European Union,1979,10.05016605
European Union,1978,9.676607436
European Union,1977,9.409139134
European Union,1976,9.483470537
European Union,1975,8.94291343
European Union,1974,9.161499063
European Union,1973,9.347465766
European Union,1972,8.945422476
European Union,1971,8.657663022
European Union,1970,8.491740222
European Union,1969,8.007198526
European Union,1968,7.593186316
European Union,1967,7.225457954
European Union,1966,7.1168493
European Union,1965,6.963058906
European Union,1964,6.791062779
European Union,1963,6.574755558
European Union,1962,6.210078203
European Union,1961,5.922975884
European Union,1960,5.762829217
Faeroe Islands,2011,11.72121175
Faeroe Islands,2010,12.9866782
Faeroe Islands,2009,11.8429021
Faeroe Islands,2008,12.97012071
Faeroe Islands,2007,14.18539476
Faeroe Islands,2006,13.98608391
Faeroe Islands,2005,14.94505244
Faeroe Islands,2004,15.93254059
Faeroe Islands,2003,15.64603029
Faeroe Islands,2002,15.45561831
Faeroe Islands,2001,16.22428316
Faeroe Islands,2000,14.82859048
Faeroe Islands,1999,13.91559801
Faeroe Islands,1998,13.97695342
Faeroe Islands,1997,13.35943509
Faeroe Islands,1996,13.80916948
Faeroe Islands,1995,15.63291685
Faeroe Islands,1994,13.15515695
Faeroe Islands,1993,14.66767763
Faeroe Islands,1992,12.99126122
Faeroe Islands,1991,12.50797996
Faeroe Islands,1990,12.97890945
Faeroe Islands,1989,12.04419499
Faeroe Islands,1988,11.04957208
Faeroe Islands,1987,10.5672755
Faeroe Islands,1986,10.56704157
Faeroe Islands,1985,11.27938482
Faeroe Islands,1984,11.02393952
Faeroe Islands,1983,10.92028839
Faeroe Islands,1982,10.39281261
Faeroe Islands,1981,10.10216029
Faeroe Islands,1980,9.804812834
Faeroe Islands,1979,11.31150513
Faeroe Islands,1978,9.528989653
Faeroe Islands,1977,9.820662533
Faeroe Islands,1976,8.054620003
Faeroe Islands,1975,8.595450171
Faeroe Islands,1974,7.495612723
Faeroe Islands,1973,6.368402507
Faeroe Islands,1972,5.962601626
Faeroe Islands,1971,6.678731755
Faeroe Islands,1970,6.652240392
Faeroe Islands,1969,5.572948328
Faeroe Islands,1968,4.861074288
Faeroe Islands,1967,4.527403511
Faeroe Islands,1966,3.786164547
Faeroe Islands,1965,3.731237797
Faeroe Islands,1964,3.366466366
Faeroe Islands,1963,3.507116737
Faeroe Islands,1962,3.338093477
Faeroe Islands,1961,3.273164411
Faeroe Islands,1960,1.712251211
Fiji,2011,1.424813248
Fiji,2010,1.505259596
Fiji,2009,0.994392232
Fiji,2008,1.278570124
Fiji,2007,1.440917951
Fiji,2006,1.644275372
Fiji,2005,1.659881726
Fiji,2004,1.384610591
Fiji,2003,1.055250506
Fiji,2002,1.024991081
Fiji,2001,1.369132232
Fiji,2000,1.066799142
Fiji,1999,0.995758183
Fiji,1998,0.879734704
Fiji,1997,0.929631877
Fiji,1996,1.140563355
Fiji,1995,1.120672136
Fiji,1994,1.068012684
Fiji,1993,1.010214245
Fiji,1992,0.970269994
Fiji,1991,0.917411883
Fiji,1990,1.122305545
Fiji,1989,0.870415553
Fiji,1988,0.765947175
Fiji,1987,0.660514739
Fiji,1986,0.842052305
Fiji,1985,0.814129722
Fiji,1984,0.83249758
Fiji,1983,1.04329804
Fiji,1982,1.256731558
Fiji,1981,1.661807155
Fiji,1980,1.252627287
Fiji,1979,1.35106614
Fiji,1978,1.167474087
Fiji,1977,1.281057671
Fiji,1976,0.823872427
Fiji,1975,1.08116311
Fiji,1974,1.186907706
Fiji,1973,1.13826702
Fiji,1972,1.067380727
Fiji,1971,1.0347046
Fiji,1970,1.000355408
Fiji,1969,0.849010809
Fiji,1968,0.793839086
Fiji,1967,0.729024351
Fiji,1966,0.677464526
Fiji,1965,0.743069388
Fiji,1964,0.944322592
Fiji,1963,0.55483164
Fiji,1962,0.547993719
Fiji,1961,0.414297363
Fiji,1960,0.494050328
Finland,2011,10.1640461
Finland,2010,11.53084023
Finland,2009,9.958628519
Finland,2008,10.65165217
Finland,2007,12.09848186
Finland,2006,12.57063845
Finland,2005,10.41643805
Finland,2004,12.83267498
Finland,2003,13.26109694
Finland,2002,11.86067583
Finland,2001,10.9967421
Finland,2000,10.12847414
Finland,1999,10.7295164
Finland,1998,11.05828449
Finland,1997,11.66057821
Finland,1996,11.95863616
Finland,1995,10.32014335
Finland,1994,11.24602792
Finland,1993,9.948375064
Finland,1992,9.415521088
Finland,1991,10.71047721
Finland,1990,10.37716896
Finland,1989,10.59243558
Finland,1988,10.54993985
Finland,1987,11.68994386
Finland,1986,10.84333288
Finland,1985,10.13132618
Finland,1984,8.65558094
Finland,1983,8.562246655
Finland,1982,8.925664185
Finland,1981,10.73140319
Finland,1980,12.18667255
Finland,1979,11.40345731
Finland,1978,10.92339046
Finland,1977,10.59729975
Finland,1976,10.85124292
Finland,1975,9.785017744
Finland,1974,9.9520677
Finland,1973,10.58429033
Finland,1972,9.51830728
Finland,1971,8.799132244
Finland,1970,8.769643882
Finland,1969,8.20434233
Finland,1968,7.200890139
Finland,1967,6.213386589
Finland,1966,6.444050245
Finland,1965,5.549837063
Finland,1964,5.024189944
Finland,1963,4.279630907
Finland,1962,3.742567366
Finland,1961,3.348877215
Finland,1960,3.409846728
France,2011,5.185043424
France,2010,5.496706655
France,2009,5.511405389
France,2008,5.774521922
France,2007,5.856547408
France,2006,5.995893723
France,2005,6.181610461
France,2004,6.194114409
France,2003,6.206664599
France,2002,6.131021892
France,2001,6.212048122
France,2000,5.976826414
France,1999,6.173259953
France,1998,6.344928499
France,1997,5.861894899
France,1996,6.280524233
France,1995,5.86337915
France,1994,5.698798649
France,1993,6.088322359
France,1992,6.216012937
France,1991,6.670624392
France,1990,6.419668186
France,1989,6.714180737
France,1988,6.435519509
France,1987,6.56706621
France,1986,6.749452533
France,1985,7.058284444
France,1984,7.177923254
France,1983,7.52548753
France,1982,7.821404774
France,1981,8.180155178
France,1980,9.131853937
France,1979,9.598217534
France,1978,9.20614423
France,1977,8.780463816
France,1976,9.27004864
France,1975,8.237752775
France,1974,9.262230669
France,1973,9.666680526
France,1972,9.07734214
France,1971,8.81155982
France,1970,8.436868233
France,1969,8.00297878
France,1968,7.501194027
France,1967,7.30642216
France,1966,6.874765083
France,1965,7.033701955
France,1964,6.982957004
France,1963,6.844149785
France,1962,6.207578239
France,1961,5.927130464
France,1960,5.793507945
French Polynesia,2011,3.167952684
French Polynesia,2010,3.296763845
French Polynesia,2009,3.288268805
French Polynesia,2008,3.306029055
French Polynesia,2007,3.239386851
French Polynesia,2006,3.300898999
French Polynesia,2005,3.337769338
French Polynesia,2004,3.130939474
French Polynesia,2003,3.216459587
French Polynesia,2002,3.008043847
French Polynesia,2001,3.05487077
French Polynesia,2000,2.65828792
French Polynesia,1999,2.502846031
French Polynesia,1998,2.601164725
French Polynesia,1997,2.671569811
French Polynesia,1996,2.642195894
French Polynesia,1995,2.658234201
French Polynesia,1994,2.54768319
French Polynesia,1993,2.956846445
French Polynesia,1992,3.144127949
French Polynesia,1991,3.158390258
French Polynesia,1990,3.179533196
French Polynesia,1989,3.133720122
French Polynesia,1988,3.014893909
French Polynesia,1987,3.291136366
French Polynesia,1986,3.360128617
French Polynesia,1985,3.348705539
French Polynesia,1984,2.690041491
French Polynesia,1983,2.546358636
French Polynesia,1982,2.096952444
French Polynesia,1981,2.112327189
French Polynesia,1980,1.933791249
French Polynesia,1979,1.916910502
French Polynesia,1978,2.179182426
French Polynesia,1977,1.980492126
French Polynesia,1976,1.959463571
French Polynesia,1975,1.628292974
French Polynesia,1974,1.710530269
French Polynesia,1973,1.70829962
French Polynesia,1972,1.829175086
French Polynesia,1971,1.988907454
French Polynesia,1970,1.75889625
French Polynesia,1969,1.509929065
French Polynesia,1968,1.489713208
French Polynesia,1967,1.393028161
French Polynesia,1966,1.251018298
French Polynesia,1965,0.902622003
French Polynesia,1964,0.732325922
French Polynesia,1963,0.76009627
French Polynesia,1962,0.569859182
French Polynesia,1961,0.726984363
French Polynesia,1960,0.469628472
Gabon,2011,1.418165749
Gabon,2010,1.455445622
Gabon,2009,1.423082894
Gabon,2008,1.39589453
Gabon,2007,1.381898977
Gabon,2006,1.478335179
Gabon,2005,1.57828952
Gabon,2004,1.374250106
Gabon,2003,1.093345462
Gabon,2002,1.37954238
Gabon,2001,1.413926145
Gabon,2000,0.854557841
Gabon,1999,1.195483744
Gabon,1998,1.391011445
Gabon,1997,3.100079732
Gabon,1996,3.170736914
Gabon,1995,3.550727186
Gabon,1994,3.166029519
Gabon,1993,3.182178254
Gabon,1992,2.120775673
Gabon,1991,1.510654719
Gabon,1990,5.086910316
Gabon,1989,6.228749212
Gabon,1988,4.808124037
Gabon,1987,4.58752938
Gabon,1986,5.824804024
Gabon,1985,7.61150404
Gabon,1984,7.419420905
Gabon,1983,7.01234535
Gabon,1982,8.549847627
Gabon,1981,8.794800112
Gabon,1980,9.09753348
Gabon,1979,9.492897136
Gabon,1978,10.88381165
Gabon,1977,9.302746374
Gabon,1976,8.601600846
Gabon,1975,8.262784373
Gabon,1974,8.56417759
Gabon,1973,8.506676806
Gabon,1972,4.467655257
Gabon,1971,4.728986562
Gabon,1970,3.529552514
Gabon,1969,2.480128487
Gabon,1968,3.466904527
Gabon,1967,1.827444933
Gabon,1966,0.702902157
Gabon,1965,0.406287558
Gabon,1964,0.364044575
Gabon,1963,0.142057451
Gabon,1962,0.172630373
Gabon,1961,0.327297719
Gabon,1960,0.264452943
"Gambia, The",2011,0.241098417
"Gambia, The",2010,0.279410774
"Gambia, The",2009,0.266259849
"Gambia, The",2008,0.258833628
"Gambia, The",2007,0.257764784
"Gambia, The",2006,0.226764113
"Gambia, The",2005,0.22401013
"Gambia, The",2004,0.231368576
"Gambia, The",2003,0.233541799
"Gambia, The",2002,0.241162553
"Gambia, The",2001,0.222838238
"Gambia, The",2000,0.223804444
"Gambia, The",1999,0.215177883
"Gambia, The",1998,0.202491629
"Gambia, The",1997,0.192008953
"Gambia, The",1996,0.197431374
"Gambia, The",1995,0.203006157
"Gambia, The",1994,0.20163376
"Gambia, The",1993,0.207299245
"Gambia, The",1992,0.202120851
"Gambia, The",1991,0.208551959
"Gambia, The",1990,0.207986161
"Gambia, The",1989,0.203919668
"Gambia, The",1988,0.217481555
"Gambia, The",1987,0.223449077
"Gambia, The",1986,0.210472764
"Gambia, The",1985,0.235419865
"Gambia, The",1984,0.24582761
"Gambia, The",1983,0.239662522
"Gambia, The",1982,0.248916233
"Gambia, The",1981,0.252122997
"Gambia, The",1980,0.260901003
"Gambia, The",1979,0.250668626
"Gambia, The",1978,0.245401777
"Gambia, The",1977,0.206002649
"Gambia, The",1976,0.18457744
"Gambia, The",1975,0.190010939
"Gambia, The",1974,0.123318536
"Gambia, The",1973,0.127258809
"Gambia, The",1972,0.139095288
"Gambia, The",1971,0.119525938
"Gambia, The",1970,0.106579056
"Gambia, The",1969,0.109387334
"Gambia, The",1968,0.086179141
"Gambia, The",1967,0.079268966
"Gambia, The",1966,0.080853639
"Gambia, The",1965,0.073181744
"Gambia, The",1964,0.074352684
"Gambia, The",1963,0.075400314
"Gambia, The",1962,0.066929144
"Gambia, The",1961,0.058401639
"Gambia, The",1960,0.049832984
Georgia,2011,1.769150524
Georgia,2010,1.466701177
Georgia,2009,1.421607835
Georgia,2008,1.463855559
Georgia,2007,1.463156731
Georgia,2006,1.398262619
Georgia,2005,1.161964965
Georgia,2004,1.001179399
Georgia,2003,0.87166324
Georgia,2002,0.777669956
Georgia,2001,0.859400875
Georgia,2000,1.026657085
Georgia,1999,0.975944975
Georgia,1998,1.105665099
Georgia,1997,0.979139818
Georgia,1996,0.880982431
Georgia,1995,0.486454584
Georgia,1994,1.25134791
Georgia,1993,2.026478386
Georgia,1992,3.146690058
Germany,2011,8.917832846
Germany,2010,9.179816838
Germany,2009,8.803954839
Germany,2008,9.525658763
Germany,2007,9.489020532
Germany,2006,9.782471109
Germany,2005,9.667572788
Germany,2004,9.909703421
Germany,2003,9.976374478
Germany,2002,10.04711428
Germany,2001,10.3662867
Germany,2000,10.09563988
Germany,1999,10.01775877
Germany,1998,10.42527316
Germany,1997,10.5111126
Germany,1996,10.8602336
Germany,1995,10.57946663
Germany,1994,10.62839192
Germany,1993,10.81424893
Germany,1992,11.06332025
Germany,1991,11.62264617
Ghana,2011,0.404379798
Ghana,2010,0.415441052
Ghana,2009,0.325052954
Ghana,2008,0.395319087
Ghana,2007,0.436236777
Ghana,2006,0.42630423
Ghana,2005,0.32693445
Ghana,2004,0.352614883
Ghana,2003,0.375812764
Ghana,2002,0.375072777
Ghana,2001,0.358645138
Ghana,2000,0.334072085
Ghana,1999,0.356239678
Ghana,1998,0.356312531
Ghana,1997,0.364016153
Ghana,1996,0.335320534
Ghana,1995,0.323797083
Ghana,1994,0.310383391
Ghana,1993,0.293226407
Ghana,1992,0.264746912
Ghana,1991,0.268880674
Ghana,1990,0.268728065
Ghana,1989,0.234976683
Ghana,1988,0.24909748
Ghana,1987,0.243734357
Ghana,1986,0.232546002
Ghana,1985,0.261552906
Ghana,1984,0.209693217
Ghana,1983,0.307352589
Ghana,1982,0.264935613
Ghana,1981,0.274094661
Ghana,1980,0.236952423
Ghana,1979,0.251979239
Ghana,1978,0.286858165
Ghana,1977,0.294730688
Ghana,1976,0.242918646
Ghana,1975,0.279368196
Ghana,1974,0.305828964
Ghana,1973,0.264726804
Ghana,1972,0.266842845
Ghana,1971,0.260051094
Ghana,1970,0.305406424
Ghana,1969,0.201312057
Ghana,1968,0.214550845
Ghana,1967,0.185683744
Ghana,1966,0.18262989
Ghana,1965,0.221145789
Ghana,1964,0.219630931
Ghana,1963,0.235983576
Ghana,1962,0.202357559
Ghana,1961,0.195992162
Ghana,1960,0.219944425
Greece,2011,7.556057769
Greece,2010,7.774920307
Greece,2009,8.483171443
Greece,2008,8.74361278
Greece,2007,8.80106122
Greece,2006,8.742449079
Greece,2005,8.895346335
Greece,2004,8.787284041
Greece,2003,8.688983551
Greece,2002,8.52805993
Greece,2001,8.565334954
Greece,2000,8.391708638
Greece,1999,7.961029646
Greece,1998,8.09896464
Greece,1997,7.768531427
Greece,1996,7.492762887
Greece,1995,7.408216648
Greece,1994,7.382623293
Greece,1993,7.234470062
Greece,1992,7.280698034
Greece,1991,7.221167163
Greece,1990,7.313130716
Greece,1989,7.352537262
Greece,1988,6.773932665
Greece,1987,6.346832663
Greece,1986,5.93248835
Greece,1985,6.100162266
Greece,1984,5.765561878
Greece,1983,5.640921404
Greece,1982,5.326966418
Greece,1981,5.213292152
Greece,1980,5.333642555
Greece,1979,5.37207897
Greece,1978,5.09882429
Greece,1977,5.049153465
Greece,1976,4.670280089
Greece,1975,4.29709731
Greece,1974,4.041382514
Greece,1973,4.17251217
Greece,1972,3.552052128
Greece,1971,3.149595925
Greece,1970,2.748329714
Greece,1969,2.903833843
Greece,1968,2.553669959
Greece,1967,2.249413986
Greece,1966,2.165209851
Greece,1965,1.991253557
Greece,1964,1.553764446
Greece,1963,1.445674897
Greece,1962,1.20320119
Greece,1961,1.169782628
Greece,1960,1.128920482
Greenland,2011,12.44034101
Greenland,2010,11.66377295
Greenland,2009,10.2217389
Greenland,2008,11.71815083
Greenland,2007,11.28207939
Greenland,2006,11.04479163
Greenland,2005,10.69152542
Greenland,2004,10.24499657
Greenland,2003,9.366951467
Greenland,2002,9.522319772
Greenland,2001,9.566086957
Greenland,2000,9.461120996
Greenland,1999,9.674081996
Greenland,1998,9.47798574
Greenland,1997,9.363946429
Greenland,1996,9.249499106
Greenland,1995,9.068924731
Greenland,1994,9.117945946
Greenland,1993,9.101068841
Greenland,1992,8.753056058
Greenland,1991,9.910810811
Greenland,1990,10.02489209
Greenland,1989,8.554122966
Greenland,1988,9.970492701
Greenland,1987,4.338040665
Greenland,1986,6.100242991
Greenland,1985,9.581071429
Greenland,1984,10.78529412
Greenland,1983,6.968003839
Greenland,1982,10.03974757
Greenland,1981,10.35388235
Greenland,1980,11.24936255
Greenland,1979,11.53330645
Greenland,1978,7.974979675
Greenland,1977,14.62346154
Greenland,1976,4.426961771
Greenland,1975,10.20254032
Greenland,1974,11.26028283
Greenland,1973,11.37518367
Greenland,1972,11.46412008
Greenland,1971,9.94440678
Greenland,1970,8.219137931
Greenland,1969,9.065412027
Greenland,1968,12.50497696
Greenland,1967,9.977040573
Greenland,1966,9.597580247
Greenland,1965,8.793316327
Greenland,1964,8.387287234
Greenland,1963,9.066758242
Greenland,1962,7.543542857
Greenland,1961,8.70504451
Greenland,1960,6.882676923
Grenada,2011,2.408137432
Grenada,2010,2.487241705
Grenada,2009,2.425962147
Grenada,2008,2.505022418
Grenada,2007,2.301012675
Grenada,2006,2.237296507
Grenada,2005,2.101514313
Grenada,2004,2.000370165
Grenada,2003,2.113420793
Grenada,2002,2.011283056
Grenada,2001,1.908226885
Grenada,2000,1.876441645
Grenada,1999,1.915901854
Grenada,1998,1.737537265
Grenada,1997,1.70431644
Grenada,1996,1.564357713
Grenada,1995,1.536253279
Grenada,1994,1.438719153
Grenada,1993,1.268316006
Grenada,1992,1.244956328
Grenada,1991,1.178549583
Grenada,1990,1.142533702
Grenada,1989,1.059925055
Grenada,1988,0.972252532
Grenada,1987,0.737968022
Grenada,1986,0.659097717
Grenada,1985,0.623970292
Grenada,1984,0.633268996
Grenada,1983,0.649493129
Grenada,1982,0.669656573
Grenada,1981,0.647772564
Grenada,1980,0.535605141
Grenada,1979,0.538223572
Grenada,1978,0.57637813
Grenada,1977,0.528579507
Grenada,1976,0.521364904
Grenada,1975,0.515624155
Grenada,1974,0.393661904
Grenada,1973,0.587478239
Grenada,1972,0.507478416
Grenada,1971,0.506169038
Grenada,1970,0.465995976
Grenada,1969,0.503485351
Grenada,1968,0.42515942
Grenada,1967,0.386154462
Grenada,1966,0.309197074
Grenada,1965,0.232630922
Grenada,1964,0.233899602
Grenada,1963,0.157122351
Grenada,1962,0.277730892
Grenada,1961,0.200909489
Grenada,1960,0.244844816
Guatemala,2011,0.748055056
Guatemala,2010,0.771619509
Guatemala,2009,0.864736542
Guatemala,2008,0.811036638
Guatemala,2007,0.915844454
Guatemala,2006,0.928571826
Guatemala,2005,0.944599482
Guatemala,2004,0.902390417
Guatemala,2003,0.835281873
Guatemala,2002,0.904184642
Guatemala,2001,0.887301495
Guatemala,2000,0.848306649
Guatemala,1999,0.78265315
Guatemala,1998,0.785963472
Guatemala,1997,0.698875419
Guatemala,1996,0.62681398
Guatemala,1995,0.691809704
Guatemala,1994,0.676691242
Guatemala,1993,0.573848362
Guatemala,1992,0.625582317
Guatemala,1991,0.538425786
Guatemala,1990,0.555342349
Guatemala,1989,0.474972107
Guatemala,1988,0.472583702
Guatemala,1987,0.468496448
Guatemala,1986,0.444685282
Guatemala,1985,0.434122259
Guatemala,1984,0.432321381
Guatemala,1983,0.412351549
Guatemala,1982,0.483029466
Guatemala,1981,0.542746721
Guatemala,1980,0.633606644
Guatemala,1979,0.676969123
Guatemala,1978,0.611324294
Guatemala,1977,0.579612171
Guatemala,1976,0.516742512
Guatemala,1975,0.564925922
Guatemala,1974,0.505724182
Guatemala,1973,0.497674848
Guatemala,1972,0.472297881
Guatemala,1971,0.437844937
Guatemala,1970,0.423943612
Guatemala,1969,0.432415636
Guatemala,1968,0.417332997
Guatemala,1967,0.39731738
Guatemala,1966,0.358482819
Guatemala,1965,0.418026256
Guatemala,1964,0.3849642
Guatemala,1963,0.339922085
Guatemala,1962,0.317326737
Guatemala,1961,0.332099081
Guatemala,1960,0.326049925
Guinea,2011,0.229423425
Guinea,2010,0.225765923
Guinea,2009,0.196768408
Guinea,2008,0.191660762
Guinea,2007,0.119193056
Guinea,2006,0.119290573
Guinea,2005,0.122119267
Guinea,2004,0.141801846
Guinea,2003,0.144600721
Guinea,2002,0.145243067
Guinea,2001,0.144947897
Guinea,2000,0.145443687
Guinea,1999,0.147149249
Guinea,1998,0.146290203
Guinea,1997,0.153610224
Guinea,1996,0.156612982
Guinea,1995,0.159028583
Guinea,1994,0.163001804
Guinea,1993,0.15425297
Guinea,1992,0.159142097
Guinea,1991,0.168747045
Guinea,1990,0.175021818
Guinea,1989,0.18131913
Guinea,1988,0.185059487
Guinea,1987,0.184883028
Guinea,1986,0.190947426
Guinea,1985,0.195671954
Guinea,1984,0.19830735
Guinea,1983,0.198433214
Guinea,1982,0.209766847
Guinea,1981,0.21597385
Guinea,1980,0.214003855
Guinea,1979,0.212514196
Guinea,1978,0.204272392
